Emp_ID,Age,Age_Group,Attrition,Department,Education_Field,Employee_Count,Gender,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Salary_Slab,Separation_Reason,Years_At_Company,State
E1455,44,40-49,No,Marketing,Arts,1,Male,Marketing Analyst,1,Married,10078,10001-20k,,5,Uttar Pradesh
E1456,46,40-49,Yes,Logistics,Technical,1,Female,Logistics Executive,2,Single,34299,30001-40k,Better Opportunity,26,Maharashtra
E1457,56,50-59,Yes,Manufacturing,Arts,1,Female,Production Worker,2,Single,10543,10001-20k,Resignation,14,Delhi
E1458,51,50-59,No,Manufacturing,Science,1,Female,Production Worker,1,Divorced,17603,10001-20k,,4,West Bengal
E1459,38,30-39,No,Sales,Arts,1,Male,Sales Manager,3,Divorced,29064,20001-30k,,8,Tamil Nadu
E1460,41,40-49,No,Sales,Arts,1,Male,Sales Executive,3,Married,7709,7k-10k,,6,Karnataka
E1461,46,40-49,No,Logistics,Commerce,1,Male,Logistics Executive,4,Married,12358,10001-20k,,19,Telangana
E1462,43,40-49,No,HR,Science,1,Female,HR Executive,1,Divorced,18925,10001-20k,,9,Maharashtra
E1463,34,30-39,No,Research,Management,1,Female,Research Scientist,1,Single,21425,20001-30k,,25,Tamil Nadu
E1464,40,40-49,No,Marketing,Management,1,Male,Marketing Manager,4,Married,19615,10001-20k,,3,Uttar Pradesh
E1465,57,50-59,Yes,Marketing,Science,1,Male,Marketing Manager,2,Married,18431,10001-20k,Better Opportunity,23,Haryana
E1466,33,30-39,No,HR,Management,1,Male,HR Manager,2,Married,17450,10001-20k,,13,Tamil Nadu
E1467,40,40-49,No,HR,Science,1,Female,HR Manager,3,Single,9138,7k-10k,,0,Madhya Pradesh
E1468,33,30-39,No,HR,Management,1,Male,HR Executive,1,Divorced,11356,10001-20k,,16,Uttar Pradesh
E1469,30,30-39,No,Accounts,Commerce,1,Female,Accountant,2,Married,9253,7k-10k,,23,Gujarat
E1470,28,20-29,No,Accounts,Management,1,Female,Finance Analyst,3,Divorced,17580,10001-20k,,26,Gujarat
E1471,49,40-49,No,Logistics,Arts,1,Female,Supply Chain Manager,3,Divorced,32888,30001-40k,,6,West Bengal
E1472,35,30-39,No,Accounts,Science,1,Male,Accountant,3,Single,34491,30001-40k,,8,Karnataka
E1473,52,50-59,No,Manufacturing,Technical,1,Female,Plant Manager,2,Single,39352,30001-40k,,34,Telangana
E1474,40,40-49,No,Manufacturing,Technical,1,Male,Plant Manager,2,Single,28676,20001-30k,,11,Maharashtra
E1475,37,30-39,No,Sales,Science,1,Male,Sales Executive,1,Single,9738,7k-10k,,20,Telangana
E1476,26,20-29,Yes,Logistics,Commerce,1,Male,Supply Chain Manager,1,Single,44463,40001-50k,Resignation,2,Madhya Pradesh
E1477,56,50-59,Yes,Marketing,Management,1,Male,Marketing Manager,3,Single,17583,10001-20k,Resignation,14,Karnataka
E1478,33,30-39,No,Research,Commerce,1,Female,Research Scientist,3,Married,16106,10001-20k,,20,Gujarat
E1479,46,40-49,No,Sales,Technical,1,Female,Sales Manager,2,Divorced,18793,10001-20k,,9,Maharashtra
E1480,42,40-49,No,Marketing,Science,1,Female,Marketing Analyst,2,Single,27221,20001-30k,,32,Uttar Pradesh
E1481,57,50-59,No,Marketing,Science,1,Female,Marketing Manager,1,Married,10227,10001-20k,,5,West Bengal
E1482,44,40-49,Yes,Logistics,Commerce,1,Male,Logistics Executive,1,Divorced,16909,10001-20k,Resignation,1,Maharashtra
E1483,37,30-39,No,HR,Commerce,1,Male,HR Manager,4,Single,10141,10001-20k,,28,Haryana
E1484,35,30-39,No,HR,Management,1,Male,HR Manager,1,Single,36251,30001-40k,,32,Telangana
E1485,52,50-59,No,Sales,Arts,1,Male,Sales Manager,2,Married,7248,7k-10k,,3,Gujarat
E1486,26,20-29,No,HR,Arts,1,Female,HR Executive,3,Divorced,17045,10001-20k,,3,Haryana
E1487,56,50-59,No,Marketing,Management,1,Male,Marketing Manager,4,Single,18196,10001-20k,,28,Delhi
E1488,44,40-49,No,HR,Arts,1,Female,HR Manager,1,Divorced,18295,10001-20k,,19,Gujarat
E1489,50,50-59,No,Accounts,Technical,1,Male,Finance Analyst,1,Married,17040,10001-20k,,22,Gujarat
E1490,32,30-39,Yes,HR,Arts,1,Male,HR Executive,2,Single,14061,10001-20k,Resignation,17,Maharashtra
E1491,39,30-39,No,Marketing,Management,1,Male,Marketing Manager,4,Divorced,11908,10001-20k,,24,Delhi
E1492,33,30-39,Yes,Logistics,Arts,1,Male,Logistics Executive,1,Married,12969,10001-20k,Layoff,0,Karnataka
E1493,30,30-39,No,Sales,Science,1,Female,Sales Executive,3,Married,20162,20001-30k,,14,Karnataka
E1494,31,30-39,Yes,Research,Commerce,1,Female,Research Scientist,2,Single,12276,10001-20k,Termination,33,Telangana
E1495,38,30-39,No,HR,Technical,1,Female,HR Executive,4,Divorced,18967,10001-20k,,19,Karnataka
E1496,59,50-59,Yes,Manufacturing,Science,1,Female,Production Worker,1,Single,12037,10001-20k,Termination,26,Uttar Pradesh
E1497,28,20-29,No,Manufacturing,Science,1,Male,Plant Manager,1,Single,13048,10001-20k,,21,Haryana
E1498,34,30-39,No,Marketing,Management,1,Male,Marketing Analyst,4,Divorced,9187,7k-10k,,4,Tamil Nadu
E1499,30,30-39,Yes,Research,Commerce,1,Female,Research Scientist,2,Divorced,21693,20001-30k,Resignation,33,West Bengal
E1500,48,40-49,Yes,Research,Commerce,1,Female,Research Associate,4,Divorced,11940,10001-20k,Termination,2,Madhya Pradesh
E1501,23,20-29,No,Accounts,Technical,1,Male,Accountant,4,Married,15887,10001-20k,,16,Gujarat
E1502,26,20-29,No,Research,Management,1,Male,Research Scientist,2,Married,9451,7k-10k,,23,Maharashtra
E1503,50,50-59,No,Manufacturing,Technical,1,Female,Plant Manager,1,Divorced,9689,7k-10k,,23,Telangana
E1504,58,50-59,No,Logistics,Arts,1,Female,Supply Chain Manager,3,Married,12962,10001-20k,,2,Haryana
E1505,59,50-59,Yes,Marketing,Science,1,Female,Marketing Analyst,2,Single,12367,10001-20k,Resignation,6,Tamil Nadu
E1506,40,40-49,No,Marketing,Technical,1,Male,Marketing Manager,3,Divorced,23444,20001-30k,,24,Gujarat
E1507,29,20-29,No,HR,Science,1,Female,HR Manager,1,Single,47443,40001-50k,,2,Madhya Pradesh
E1508,22,20-29,No,HR,Management,1,Female,HR Manager,4,Divorced,23506,20001-30k,,14,Maharashtra
E1509,43,40-49,No,HR,Arts,1,Female,HR Manager,3,Single,45384,40001-50k,,28,West Bengal
E1510,38,30-39,No,Manufacturing,Management,1,Female,Plant Manager,1,Divorced,31248,30001-40k,,28,Karnataka
E1511,28,20-29,No,Manufacturing,Arts,1,Female,Plant Manager,1,Single,15516,10001-20k,,9,Telangana
E1512,46,40-49,Yes,Manufacturing,Arts,1,Male,Plant Manager,4,Divorced,49690,40001-50k,Termination,31,Telangana
E1513,25,20-29,No,Manufacturing,Science,1,Female,Production Worker,4,Divorced,17196,10001-20k,,22,Gujarat
E1514,57,50-59,No,Manufacturing,Management,1,Male,Plant Manager,1,Married,9487,7k-10k,,8,Haryana
E1515,27,20-29,No,Manufacturing,Management,1,Female,Production Worker,1,Single,10312,10001-20k,,13,Telangana
E1516,52,50-59,Yes,Logistics,Technical,1,Female,Logistics Executive,3,Married,15831,10001-20k,Better Opportunity,3,Karnataka
E1517,40,40-49,Yes,Manufacturing,Management,1,Female,Plant Manager,1,Single,42732,40001-50k,Layoff,19,Gujarat
E1518,48,40-49,No,Research,Technical,1,Male,Research Associate,1,Married,15104,10001-20k,,27,Haryana
E1519,31,30-39,No,Research,Commerce,1,Male,Research Associate,3,Divorced,12693,10001-20k,,13,West Bengal
E1520,47,40-49,No,Accounts,Commerce,1,Male,Accountant,2,Married,10071,10001-20k,,33,Maharashtra
E1521,40,40-49,No,Logistics,Commerce,1,Female,Logistics Executive,3,Married,41980,40001-50k,,12,Gujarat
E1522,24,20-29,Yes,HR,Management,1,Female,HR Executive,3,Divorced,8276,7k-10k,Retirement,30,Madhya Pradesh
E1523,34,30-39,No,Sales,Management,1,Male,Sales Executive,4,Married,46560,40001-50k,,32,Maharashtra
E1524,49,40-49,No,Manufacturing,Technical,1,Male,Production Worker,3,Divorced,16554,10001-20k,,27,Gujarat
E1525,41,40-49,No,Accounts,Arts,1,Female,Accountant,1,Single,11334,10001-20k,,24,Maharashtra
E1526,49,40-49,Yes,Sales,Technical,1,Male,Sales Executive,1,Married,12565,10001-20k,Resignation,31,Karnataka
E1527,29,20-29,No,Research,Commerce,1,Female,Research Associate,1,Divorced,37985,30001-40k,,8,Karnataka
E1528,22,20-29,Yes,Accounts,Technical,1,Male,Finance Analyst,2,Divorced,10290,10001-20k,Better Opportunity,27,Tamil Nadu
E1529,24,20-29,No,Accounts,Arts,1,Male,Accountant,1,Married,15299,10001-20k,,30,Haryana
E1530,34,30-39,Yes,Marketing,Management,1,Male,Marketing Analyst,2,Single,47428,40001-50k,Better Opportunity,16,Telangana
E1531,49,40-49,No,Research,Technical,1,Female,Research Scientist,1,Married,10187,10001-20k,,22,Telangana
E1532,46,40-49,No,Research,Commerce,1,Female,Research Scientist,3,Divorced,10028,10001-20k,,12,Karnataka
E1533,54,50-59,No,Logistics,Commerce,1,Male,Supply Chain Manager,4,Single,24038,20001-30k,,9,Karnataka
E1534,59,50-59,No,Accounts,Management,1,Female,Accountant,1,Married,29219,20001-30k,,15,Maharashtra
E1535,27,20-29,No,Manufacturing,Technical,1,Female,Production Worker,2,Divorced,11271,10001-20k,,5,Delhi
E1536,53,50-59,No,Research,Arts,1,Female,Research Associate,2,Married,34397,30001-40k,,10,Uttar Pradesh
E1537,42,40-49,No,Accounts,Management,1,Female,Finance Analyst,4,Single,7431,7k-10k,,2,Gujarat
E1538,37,30-39,No,Logistics,Technical,1,Male,Logistics Executive,1,Single,36602,30001-40k,,27,Tamil Nadu
E1539,42,40-49,No,Manufacturing,Science,1,Female,Production Worker,3,Single,8711,7k-10k,,14,Uttar Pradesh
E1540,32,30-39,No,Logistics,Commerce,1,Female,Supply Chain Manager,1,Single,19283,10001-20k,,12,Karnataka
E1541,58,50-59,No,Marketing,Arts,1,Male,Marketing Manager,1,Single,18155,10001-20k,,16,Maharashtra
E1542,57,50-59,No,Manufacturing,Arts,1,Female,Plant Manager,4,Married,30116,30001-40k,,6,Delhi
E1543,56,50-59,No,Accounts,Arts,1,Female,Accountant,1,Single,13674,10001-20k,,27,Maharashtra
E1544,40,40-49,Yes,Research,Commerce,1,Female,Research Associate,3,Single,24469,20001-30k,Layoff,12,Karnataka
E1545,41,40-49,Yes,Research,Technical,1,Male,Research Associate,2,Divorced,12446,10001-20k,Layoff,16,Uttar Pradesh
E1546,39,30-39,No,Accounts,Management,1,Male,Accountant,4,Single,27760,20001-30k,,14,Telangana
E1547,35,30-39,Yes,Accounts,Technical,1,Female,Finance Analyst,3,Divorced,8963,7k-10k,Resignation,27,Uttar Pradesh
E1548,36,30-39,No,Accounts,Management,1,Female,Accountant,2,Divorced,18512,10001-20k,,14,Haryana
E1549,52,50-59,No,HR,Arts,1,Male,HR Executive,4,Divorced,34262,30001-40k,,10,Haryana
E1550,22,20-29,No,Manufacturing,Technical,1,Male,Plant Manager,4,Married,12177,10001-20k,,30,Uttar Pradesh
E1551,24,20-29,Yes,Research,Arts,1,Male,Research Scientist,2,Married,18160,10001-20k,Resignation,3,Delhi
E1552,37,30-39,No,Manufacturing,Science,1,Female,Plant Manager,2,Divorced,14543,10001-20k,,34,Karnataka
E1553,44,40-49,No,Logistics,Arts,1,Female,Logistics Executive,3,Married,17735,10001-20k,,33,Haryana
E1554,32,30-39,No,Research,Arts,1,Male,Research Scientist,1,Single,46278,40001-50k,,26,Karnataka
E1555,33,30-39,Yes,HR,Management,1,Female,HR Executive,1,Married,36607,30001-40k,Better Opportunity,9,Gujarat
E1556,31,30-39,No,Accounts,Science,1,Female,Finance Analyst,1,Single,12528,10001-20k,,29,Gujarat
E1557,53,50-59,No,Marketing,Arts,1,Female,Marketing Manager,1,Single,24221,20001-30k,,19,Maharashtra
E1558,37,30-39,No,Accounts,Arts,1,Female,Accountant,1,Married,10323,10001-20k,,28,Uttar Pradesh
E1559,29,20-29,No,Accounts,Science,1,Female,Finance Analyst,3,Married,10168,10001-20k,,28,Karnataka
E1560,59,50-59,No,HR,Science,1,Female,HR Manager,4,Divorced,13481,10001-20k,,22,Uttar Pradesh
E1561,33,30-39,No,Manufacturing,Technical,1,Female,Plant Manager,3,Married,8538,7k-10k,,20,Uttar Pradesh
E1562,45,40-49,No,Research,Management,1,Male,Research Associate,3,Married,30238,30001-40k,,9,Tamil Nadu
E1563,49,40-49,No,Accounts,Science,1,Male,Finance Analyst,3,Married,8965,7k-10k,,11,Haryana
E1564,29,20-29,No,Research,Science,1,Male,Research Associate,4,Single,15048,10001-20k,,29,Haryana
E1565,49,40-49,No,Sales,Commerce,1,Male,Sales Manager,3,Single,15330,10001-20k,,32,Karnataka
E1566,57,50-59,No,Logistics,Science,1,Male,Supply Chain Manager,3,Single,15937,10001-20k,,17,Delhi
E1567,47,40-49,No,Manufacturing,Management,1,Male,Plant Manager,4,Divorced,15611,10001-20k,,13,Haryana
E1568,29,20-29,No,Research,Arts,1,Male,Research Scientist,3,Divorced,20872,20001-30k,,21,Haryana
E1569,49,40-49,No,Marketing,Arts,1,Male,Marketing Manager,1,Divorced,7461,7k-10k,,20,Gujarat
E1570,49,40-49,No,Logistics,Arts,1,Male,Supply Chain Manager,2,Single,41930,40001-50k,,0,Karnataka
E1571,58,50-59,No,Marketing,Arts,1,Female,Marketing Analyst,3,Married,10049,10001-20k,,14,Madhya Pradesh
E1572,57,50-59,No,Accounts,Commerce,1,Female,Accountant,2,Divorced,16677,10001-20k,,21,Haryana
E1573,48,40-49,No,Logistics,Science,1,Male,Supply Chain Manager,3,Divorced,13858,10001-20k,,31,Gujarat
E1574,38,30-39,No,Research,Arts,1,Female,Research Scientist,3,Single,18710,10001-20k,,32,Gujarat
E1575,30,30-39,Yes,Logistics,Technical,1,Female,Logistics Executive,1,Divorced,13843,10001-20k,Better Opportunity,22,Haryana
E1576,54,50-59,No,Accounts,Arts,1,Male,Finance Analyst,4,Married,7415,7k-10k,,1,Delhi
E1577,41,40-49,Yes,HR,Science,1,Male,HR Manager,2,Single,14289,10001-20k,Layoff,1,Haryana
E1578,34,30-39,No,Manufacturing,Arts,1,Male,Plant Manager,4,Single,13253,10001-20k,,28,Tamil Nadu
E1579,49,40-49,Yes,Marketing,Commerce,1,Female,Marketing Analyst,1,Married,18913,10001-20k,Resignation,2,Karnataka
E1580,50,50-59,No,Accounts,Management,1,Female,Finance Analyst,1,Married,18953,10001-20k,,6,Karnataka
E1581,34,30-39,Yes,HR,Management,1,Male,HR Manager,2,Married,13324,10001-20k,Resignation,28,Tamil Nadu
E1582,56,50-59,No,Logistics,Science,1,Female,Logistics Executive,4,Divorced,15520,10001-20k,,22,Gujarat
E1583,27,20-29,No,Logistics,Management,1,Female,Supply Chain Manager,1,Married,16888,10001-20k,,15,West Bengal
E1584,39,30-39,Yes,Accounts,Management,1,Female,Accountant,3,Single,11686,10001-20k,Better Opportunity,30,Telangana
E1585,26,20-29,No,Research,Technical,1,Male,Research Scientist,3,Married,19350,10001-20k,,33,Maharashtra
E1586,46,40-49,Yes,Logistics,Science,1,Female,Supply Chain Manager,3,Single,9957,7k-10k,Retirement,0,Haryana
E1587,23,20-29,Yes,Research,Science,1,Female,Research Scientist,4,Single,22935,20001-30k,Better Opportunity,17,Maharashtra
E1588,31,30-39,No,Research,Management,1,Female,Research Scientist,3,Divorced,15459,10001-20k,,14,Maharashtra
E1589,51,50-59,No,Manufacturing,Management,1,Female,Plant Manager,3,Married,18245,10001-20k,,16,Telangana
E1590,26,20-29,No,Research,Management,1,Female,Research Associate,1,Divorced,18195,10001-20k,,9,Gujarat
E1591,54,50-59,No,Sales,Commerce,1,Female,Sales Executive,1,Married,8320,7k-10k,,19,Delhi
E1592,22,20-29,No,Manufacturing,Arts,1,Female,Production Worker,3,Married,8061,7k-10k,,5,Delhi
E1593,39,30-39,Yes,HR,Commerce,1,Male,HR Executive,3,Married,11772,10001-20k,Retirement,7,Uttar Pradesh
E1594,53,50-59,No,HR,Science,1,Male,HR Manager,1,Married,24907,20001-30k,,33,Haryana
E1595,32,30-39,No,Logistics,Technical,1,Female,Supply Chain Manager,2,Married,45002,40001-50k,,31,Haryana
E1596,42,40-49,No,Logistics,Arts,1,Male,Logistics Executive,4,Single,16493,10001-20k,,3,Maharashtra
E1597,47,40-49,No,Research,Technical,1,Female,Research Scientist,4,Single,45912,40001-50k,,19,Maharashtra
E1598,46,40-49,No,Manufacturing,Science,1,Female,Plant Manager,1,Married,7552,7k-10k,,23,Uttar Pradesh
E1599,43,40-49,No,Manufacturing,Science,1,Female,Plant Manager,4,Single,27140,20001-30k,,23,Haryana
E1600,48,40-49,No,Sales,Technical,1,Male,Sales Executive,1,Divorced,7709,7k-10k,,25,Maharashtra
E1601,34,30-39,No,Research,Technical,1,Female,Research Associate,1,Divorced,17553,10001-20k,,24,Delhi
E1602,54,50-59,No,Sales,Technical,1,Female,Sales Manager,1,Divorced,40367,40001-50k,,6,Uttar Pradesh
E1603,55,50-59,No,Research,Science,1,Male,Research Associate,1,Married,14474,10001-20k,,9,Gujarat
E1604,56,50-59,Yes,Marketing,Management,1,Male,Marketing Manager,2,Married,31061,30001-40k,Resignation,11,Maharashtra
E1605,22,20-29,Yes,Marketing,Technical,1,Female,Marketing Analyst,3,Single,15793,10001-20k,Better Opportunity,0,Maharashtra
E1606,42,40-49,No,Accounts,Arts,1,Male,Finance Analyst,3,Single,49124,40001-50k,,24,Haryana
E1607,27,20-29,No,Research,Science,1,Male,Research Scientist,2,Single,16868,10001-20k,,15,Tamil Nadu
E1608,49,40-49,No,Manufacturing,Commerce,1,Female,Plant Manager,4,Divorced,13067,10001-20k,,4,Madhya Pradesh
E1609,38,30-39,No,Logistics,Commerce,1,Female,Supply Chain Manager,4,Divorced,8982,7k-10k,,18,Uttar Pradesh
E1610,26,20-29,No,HR,Arts,1,Female,HR Manager,3,Divorced,42765,40001-50k,,3,Tamil Nadu
E1611,52,50-59,No,Accounts,Management,1,Male,Finance Analyst,4,Divorced,13052,10001-20k,,5,Maharashtra
E1612,26,20-29,No,Logistics,Technical,1,Male,Supply Chain Manager,3,Single,16807,10001-20k,,25,Gujarat
E1613,59,50-59,No,Marketing,Science,1,Male,Marketing Manager,3,Married,10598,10001-20k,,8,Uttar Pradesh
E1614,24,20-29,No,Research,Technical,1,Female,Research Scientist,2,Married,8062,7k-10k,,13,Delhi
E1615,44,40-49,No,Accounts,Science,1,Male,Finance Analyst,4,Divorced,16774,10001-20k,,8,Uttar Pradesh
E1616,58,50-59,No,Research,Commerce,1,Male,Research Scientist,2,Married,36513,30001-40k,,14,Telangana
E1617,58,50-59,No,Marketing,Technical,1,Female,Marketing Analyst,3,Married,29592,20001-30k,,19,Uttar Pradesh
E1618,31,30-39,No,Accounts,Arts,1,Female,Accountant,3,Married,30618,30001-40k,,7,Maharashtra
E1619,31,30-39,Yes,Marketing,Management,1,Female,Marketing Analyst,3,Divorced,19848,10001-20k,Layoff,31,Delhi
E1620,40,40-49,No,Sales,Arts,1,Male,Sales Manager,1,Single,22409,20001-30k,,20,Karnataka
E1621,38,30-39,No,Marketing,Management,1,Female,Marketing Analyst,1,Single,16529,10001-20k,,18,Telangana
E1622,42,40-49,No,Manufacturing,Technical,1,Male,Production Worker,1,Married,31154,30001-40k,,28,Madhya Pradesh
E1623,35,30-39,No,Manufacturing,Technical,1,Male,Production Worker,2,Single,39882,30001-40k,,30,Telangana
E1624,30,30-39,No,Research,Management,1,Female,Research Associate,3,Single,12629,10001-20k,,5,Maharashtra
E1625,22,20-29,No,HR,Commerce,1,Female,HR Manager,4,Divorced,7133,7k-10k,,3,Uttar Pradesh
E1626,34,30-39,No,Marketing,Science,1,Female,Marketing Manager,2,Divorced,22701,20001-30k,,28,Uttar Pradesh
E1627,25,20-29,Yes,Logistics,Arts,1,Female,Supply Chain Manager,2,Married,9925,7k-10k,Termination,2,Tamil Nadu
E1628,22,20-29,No,Manufacturing,Arts,1,Female,Production Worker,2,Married,16929,10001-20k,,0,Karnataka
E1629,53,50-59,No,HR,Arts,1,Male,HR Executive,4,Married,17020,10001-20k,,14,Telangana
E1630,55,50-59,No,Sales,Technical,1,Male,Sales Manager,3,Divorced,19059,10001-20k,,20,Karnataka
E1631,49,40-49,No,Accounts,Arts,1,Male,Accountant,1,Single,9988,7k-10k,,30,Gujarat
E1632,52,50-59,No,Accounts,Science,1,Female,Finance Analyst,3,Divorced,42919,40001-50k,,6,Uttar Pradesh
E1633,29,20-29,No,Manufacturing,Science,1,Male,Production Worker,3,Divorced,10061,10001-20k,,16,Karnataka
E1634,47,40-49,No,HR,Management,1,Female,HR Manager,2,Single,19037,10001-20k,,18,Uttar Pradesh
E1635,55,50-59,Yes,Manufacturing,Technical,1,Female,Production Worker,2,Single,16013,10001-20k,Resignation,2,West Bengal
E1636,24,20-29,No,Accounts,Science,1,Male,Accountant,2,Married,46113,40001-50k,,29,Uttar Pradesh
E1637,33,30-39,Yes,Marketing,Commerce,1,Male,Marketing Manager,1,Single,10574,10001-20k,Resignation,34,Maharashtra
E1638,22,20-29,No,HR,Technical,1,Female,HR Executive,1,Single,14838,10001-20k,,28,Gujarat
E1639,26,20-29,No,Research,Technical,1,Male,Research Associate,1,Single,38368,30001-40k,,13,Uttar Pradesh
E1640,51,50-59,Yes,Marketing,Science,1,Female,Marketing Manager,3,Single,39228,30001-40k,Better Opportunity,34,Karnataka
E1641,51,50-59,No,Marketing,Commerce,1,Male,Marketing Analyst,2,Married,19987,10001-20k,,27,Karnataka
E1642,38,30-39,No,Marketing,Management,1,Male,Marketing Manager,4,Married,17512,10001-20k,,29,West Bengal
E1643,44,40-49,No,Research,Science,1,Male,Research Associate,3,Single,14652,10001-20k,,25,Telangana
E1644,36,30-39,No,Sales,Commerce,1,Male,Sales Executive,1,Single,35639,30001-40k,,6,Maharashtra
E1645,58,50-59,No,Logistics,Technical,1,Male,Supply Chain Manager,4,Married,21823,20001-30k,,30,Gujarat
E1646,42,40-49,No,Manufacturing,Commerce,1,Female,Plant Manager,4,Married,30510,30001-40k,,4,Tamil Nadu
E1647,35,30-39,No,Accounts,Technical,1,Male,Finance Analyst,2,Single,45333,40001-50k,,34,Gujarat
E1648,23,20-29,No,Manufacturing,Science,1,Male,Plant Manager,4,Divorced,11435,10001-20k,,13,Uttar Pradesh
E1649,32,30-39,No,HR,Science,1,Male,HR Manager,1,Married,45418,40001-50k,,26,Haryana
E1650,59,50-59,No,Sales,Arts,1,Female,Sales Executive,2,Married,8546,7k-10k,,23,Delhi
E1651,55,50-59,No,HR,Arts,1,Female,HR Executive,4,Married,14802,10001-20k,,28,Haryana
E1652,59,50-59,Yes,Manufacturing,Arts,1,Female,Plant Manager,2,Single,15254,10001-20k,Termination,21,Haryana
E1653,55,50-59,No,Accounts,Science,1,Female,Finance Analyst,4,Single,15298,10001-20k,,7,Gujarat
E1654,39,30-39,No,Research,Management,1,Female,Research Associate,3,Married,13478,10001-20k,,14,Uttar Pradesh
E1655,51,50-59,Yes,Manufacturing,Science,1,Male,Production Worker,3,Single,12401,10001-20k,Termination,4,Haryana
E1656,36,30-39,No,Marketing,Commerce,1,Male,Marketing Manager,1,Single,41477,40001-50k,,3,Maharashtra
E1657,48,40-49,No,Manufacturing,Science,1,Male,Plant Manager,3,Married,16729,10001-20k,,10,Gujarat
E1658,55,50-59,No,Marketing,Science,1,Female,Marketing Analyst,3,Single,49721,40001-50k,,17,Uttar Pradesh
E1659,59,50-59,No,Research,Technical,1,Female,Research Associate,3,Divorced,12162,10001-20k,,29,Uttar Pradesh
E1660,54,50-59,No,Manufacturing,Technical,1,Male,Production Worker,4,Single,22523,20001-30k,,14,Haryana
E1661,45,40-49,Yes,Sales,Technical,1,Female,Sales Executive,4,Single,39326,30001-40k,Termination,5,Telangana
E1662,36,30-39,No,Sales,Science,1,Female,Sales Manager,2,Married,49205,40001-50k,,15,Tamil Nadu
E1663,51,50-59,No,HR,Management,1,Female,HR Executive,4,Married,7125,7k-10k,,8,Uttar Pradesh
E1664,38,30-39,No,Research,Commerce,1,Male,Research Associate,3,Divorced,7640,7k-10k,,33,Karnataka
E1665,26,20-29,No,Sales,Commerce,1,Male,Sales Executive,4,Single,23375,20001-30k,,26,Maharashtra
E1666,50,50-59,No,Manufacturing,Management,1,Female,Plant Manager,1,Divorced,9711,7k-10k,,12,Madhya Pradesh
E1667,25,20-29,No,Research,Management,1,Female,Research Associate,2,Divorced,39437,30001-40k,,26,Uttar Pradesh
E1668,31,30-39,No,Accounts,Commerce,1,Female,Finance Analyst,2,Married,35022,30001-40k,,8,Maharashtra
E1669,38,30-39,No,Marketing,Arts,1,Female,Marketing Manager,4,Single,16182,10001-20k,,4,Gujarat
E1670,31,30-39,No,Manufacturing,Technical,1,Male,Plant Manager,3,Married,12660,10001-20k,,21,Telangana
E1671,38,30-39,No,Marketing,Technical,1,Female,Marketing Manager,2,Divorced,19841,10001-20k,,30,Delhi
E1672,41,40-49,No,Marketing,Commerce,1,Male,Marketing Manager,1,Divorced,47950,40001-50k,,2,Tamil Nadu
E1673,45,40-49,No,Research,Management,1,Male,Research Scientist,1,Married,19920,10001-20k,,29,Karnataka
E1674,26,20-29,Yes,Research,Arts,1,Male,Research Associate,2,Married,29144,20001-30k,Better Opportunity,20,West Bengal
E1675,55,50-59,Yes,HR,Commerce,1,Female,HR Executive,3,Married,7364,7k-10k,Better Opportunity,34,Maharashtra
E1676,27,20-29,Yes,Marketing,Technical,1,Male,Marketing Analyst,3,Married,9565,7k-10k,Retirement,5,Telangana
E1677,23,20-29,Yes,HR,Science,1,Male,HR Executive,4,Married,18257,10001-20k,Retirement,27,Gujarat
E1678,34,30-39,No,Marketing,Management,1,Female,Marketing Manager,4,Divorced,11458,10001-20k,,31,Maharashtra
E1679,32,30-39,No,HR,Science,1,Female,HR Executive,2,Married,19271,10001-20k,,24,Gujarat
E1680,44,40-49,No,HR,Commerce,1,Female,HR Executive,4,Single,31691,30001-40k,,31,Karnataka
E1681,37,30-39,No,Accounts,Technical,1,Male,Accountant,4,Divorced,40799,40001-50k,,34,Haryana
E1682,52,50-59,No,HR,Arts,1,Female,HR Executive,4,Divorced,16344,10001-20k,,21,Maharashtra
E1683,32,30-39,No,Research,Science,1,Male,Research Associate,1,Single,41510,40001-50k,,23,Gujarat
E1684,37,30-39,No,HR,Arts,1,Male,HR Executive,4,Single,13154,10001-20k,,29,Gujarat
E1685,29,20-29,No,Marketing,Technical,1,Female,Marketing Analyst,2,Divorced,17916,10001-20k,,31,Gujarat
E1686,25,20-29,No,HR,Science,1,Male,HR Manager,3,Married,35975,30001-40k,,30,Tamil Nadu
E1687,25,20-29,Yes,Sales,Arts,1,Male,Sales Manager,4,Divorced,11021,10001-20k,Retirement,22,Telangana
E1688,46,40-49,No,Logistics,Arts,1,Male,Supply Chain Manager,3,Divorced,14064,10001-20k,,32,Tamil Nadu
E1689,24,20-29,No,Marketing,Science,1,Male,Marketing Manager,4,Single,13733,10001-20k,,24,Madhya Pradesh
E1690,53,50-59,No,Sales,Technical,1,Female,Sales Executive,2,Divorced,30267,30001-40k,,23,Gujarat
E1691,24,20-29,No,Marketing,Arts,1,Male,Marketing Analyst,1,Married,14445,10001-20k,,30,Gujarat
E1692,48,40-49,No,Research,Commerce,1,Female,Research Scientist,2,Single,18341,10001-20k,,12,Gujarat
